"","X","id","has_bathroom","has_refrig","total_persons","has_comp","num_phones","disabled","married","divorced","separated","widower","single","num_children","num_65","num_adults","dependency","water_inside","water_outside","no_water","gov_elec","private_elec","no_elec","coop_elec","no_toilet","sewer","septictank","latrine","toilet_other","no_cooking_energy","cooking_.elec","cooking_gas","cooking_woodcoal","trash_truck","trash_buried","trash_burning","trash_throwing","trash_river","age","Target","age_z"
"5005",5005,"ID_96e47a90f",1,1,3,0,2,0,0,0,0,0,0,2,0,1,0.666666666666667,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,-1.49468614155887
"5007",5007,"ID_de5224580",1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,33,0,-0.0603151670630512
"5008",5008,"ID_1f69c7474",1,1,2,0,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,87,1,2.4382665304458
"5009",5009,"ID_5f82626b9",1,1,2,0,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,71,1,1.69794602748021
"5010",5010,"ID_107042e92",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,29,0,-0.245395292804448
"5011",5011,"ID_556b25d2e",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,-1.44841611012352
"5013",5013,"ID_7abf72f1a",1,1,3,0,3,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,34,1,-0.0140451356277021
"5014",5014,"ID_7699c7520",1,1,3,0,3,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,42,1,0.356115115855091
"5015",5015,"ID_36558394d",1,1,3,0,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,13,1,-0.985715795770033
"5017",5017,"ID_2352d3271",1,1,3,1,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,21,0,-0.61555554428724
"5018",5018,"ID_672ca7e33",1,1,3,1,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,19,0,-0.708095607157939
"5020",5020,"ID_75a921742",1,1,5,0,7,0,0,0,0,0,1,0,1,5,0.2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,25,0,-0.430475418545844
"5022",5022,"ID_3b4f6b69a",1,1,5,0,7,0,0,0,1,0,0,0,1,5,0.2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,41,0,0.309845084419742
"5024",5024,"ID_7af4ead20",1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,81,1,2.16064634183371
"5026",5026,"ID_0bee20c31",1,1,4,0,1,0,0,0,0,0,1,2,0,2,0.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,12,1,-1.03198582720538
"5028",5028,"ID_0ce6878df",1,1,4,0,1,0,1,0,0,0,0,2,0,2,0.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,49,1,0.680005335902535
"5030",5030,"ID_d4e95878f",1,1,2,0,2,1,1,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,71,0,1.69794602748021
"5031",5031,"ID_98aa7986a",1,1,3,0,3,0,0,0,0,0,1,0,1,3,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,26,0,-0.384205387110495
"5032",5032,"ID_ee1835f12",1,1,3,0,3,1,1,0,0,0,0,0,1,3,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,61,0,1.23524571312672
"5033",5033,"ID_ee8239c32",1,1,3,0,3,1,1,0,0,0,0,0,1,3,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,70,0,1.65167599604487
"5036",5036,"ID_065fc2cde",1,1,4,1,3,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,-1.54095617299422
"5037",5037,"ID_ebe18413e",1,1,4,1,3,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,24,0,-0.476745449981193
"5039",5039,"ID_7d92b3a3a",1,1,2,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,23,0,-0.523015481416542
"5040",5040,"ID_91349c5de",1,1,3,1,3,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,31,0,-0.152855229933749
"5042",5042,"ID_03ef0d78a",1,1,3,1,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,11,0,-1.07825585864073
"5044",5044,"ID_2164b070a",1,1,3,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,21,0,-0.61555554428724
"5045",5045,"ID_07132e35e",1,1,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,52,0,0.818815430208582
"5046",5046,"ID_6b82125de",1,1,3,0,2,1,0,0,0,1,0,1,1,2,0.666666666666667,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,86,1,2.39199649901045
"5047",5047,"ID_87f6726ac",1,1,3,0,2,0,0,0,0,0,1,1,1,2,0.666666666666667,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,45,1,0.494925210161138
"5048",5048,"ID_16ae7b25a",1,1,3,0,2,0,0,0,0,0,1,1,1,2,0.666666666666667,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,18,1,-0.754365638593288
"5049",5049,"ID_4631efb38",1,1,4,1,3,0,0,0,0,0,1,1,0,3,0.25,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,24,0,-0.476745449981193
"5051",5051,"ID_501f007c5",1,1,4,1,3,0,0,0,0,0,0,1,0,3,0.25,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,53,0,0.865085461643931
"5053",5053,"ID_2dc830224",1,1,2,0,0,1,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,75,0,1.88302615322161
"5054",5054,"ID_8178e9e3e",1,1,2,0,0,1,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,75,0,1.88302615322161
"5056",5056,"ID_4ce5c148d",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,25,1,-0.430475418545844
"5057",5057,"ID_e24cdb898",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,1,-1.40214607868818
"5059",5059,"ID_3a0e60d33",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9,1,-1.17079592151143
"5060",5060,"ID_35f95b8b6",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,52,1,0.818815430208582
"5062",5062,"ID_bd5342058",1,1,2,0,1,0,0,0,0,1,0,0,1,2,0.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,84,1,2.29945643613975
"5063",5063,"ID_7aba9f353",1,0,3,0,2,0,0,0,0,0,1,0,1,3,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,37,0,0.124764958678345
"5064",5064,"ID_47f710b08",1,0,3,0,2,0,0,0,0,1,0,0,1,3,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,67,0,1.51286590173882
"5065",5065,"ID_302c2f4ea",1,0,3,0,2,0,0,0,0,0,1,0,1,3,0.333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,32,0,-0.1065851984984
"5066",5066,"ID_bd339ab12",1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,88,1,2.48453656188115
"5068",5068,"ID_f2ffedb3c",1,1,5,0,3,0,0,0,0,0,1,3,0,2,0.6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,18,1,-0.754365638593288
"5069",5069,"ID_b0ef59571",1,1,5,0,3,0,1,0,0,0,0,3,0,2,0.6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,41,1,0.309845084419742
"5070",5070,"ID_3072f6fc6",1,1,5,0,3,0,1,0,0,0,0,3,0,2,0.6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,35,1,0.032224895807647
"5071",5071,"ID_72792f673",1,1,5,0,3,0,0,0,0,0,0,3,0,2,0.6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7,1,-1.26333598438213
"5072",5072,"ID_f72c8d78a",1,1,5,1,4,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,12,1,-1.03198582720538
"5074",5074,"ID_a4a123514",1,1,5,1,4,0,1,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,46,1,0.541195241596487
"5075",5075,"ID_4d2e9d0f3",1,1,5,1,4,0,1,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,48,1,0.633735304467185
"5077",5077,"ID_f5805d2af",1,1,4,0,4,0,0,0,0,0,1,2,0,2,0.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,16,0,-0.846905701463986
"5078",5078,"ID_fd34c0614",1,1,4,0,4,0,0,0,0,0,1,2,0,2,0.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,14,0,-0.939445764334684
"5080",5080,"ID_ebf194680",1,1,4,0,4,0,1,0,0,0,0,2,0,2,0.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,35,0,0.032224895807647
"5083",5083,"ID_6495b81cd",1,1,4,0,3,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,20,0,-0.66182557572259
"5084",5084,"ID_d580712f5",1,1,4,0,3,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,50,0,0.726275367337884
"5085",5085,"ID_7071c8aa3",1,1,4,1,4,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,26,0,-0.384205387110495
"5086",5086,"ID_d6c2eddd7",1,1,4,1,4,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,46,0,0.541195241596487
"5088",5088,"ID_620ef409c",1,1,4,1,4,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,47,0,0.587465273031836
"5089",5089,"ID_b4632af04",1,1,5,0,4,0,0,0,0,0,1,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,14,0,-0.939445764334684
"5091",5091,"ID_79ee8f45b",1,1,5,0,4,0,0,0,0,0,0,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,6,0,-1.30960601581748
"5092",5092,"ID_9fcc1b331",1,1,5,0,4,0,1,0,0,0,0,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,42,0,0.356115115855091
"5093",5093,"ID_63cc37466",1,1,5,0,4,0,1,0,0,0,0,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,37,0,0.124764958678345
"5095",5095,"ID_7a2546267",1,1,2,0,1,0,1,0,0,0,0,0,1,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,70,0,1.65167599604487
"5096",5096,"ID_0f8621844",1,1,5,0,2,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,11,0,-1.07825585864073
"5097",5097,"ID_e9b03bea5",1,1,5,0,2,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,16,0,-0.846905701463986
"5098",5098,"ID_de629834a",1,1,5,0,2,0,0,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,39,0,0.217305021549043
"5099",5099,"ID_36ea60265",1,1,5,0,2,0,0,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,42,0,0.356115115855091
"5100",5100,"ID_c8a375be4",1,1,5,0,2,1,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,19,0,-0.708095607157939
"5101",5101,"ID_0d2b0197b",1,1,7,0,4,0,0,0,0,0,0,5,0,2,0.714285714285714,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,9,0,-1.17079592151143
"5102",5102,"ID_825fcbf47",1,1,7,0,4,0,1,0,0,0,0,5,0,2,0.714285714285714,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,47,0,0.587465273031836
"5103",5103,"ID_647fe5f96",1,1,7,0,4,0,0,0,0,0,1,5,0,2,0.714285714285714,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,15,0,-0.893175732899335
"5104",5104,"ID_1cb871359",1,1,7,0,4,0,1,0,0,0,0,5,0,2,0.714285714285714,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,47,0,0.587465273031836
"5105",5105,"ID_8b3ce5c8e",1,1,7,0,4,0,0,0,0,0,1,5,0,2,0.714285714285714,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,19,0,-0.708095607157939
"5106",5106,"ID_f84144ba5",1,1,7,0,4,0,0,0,0,0,0,5,0,2,0.714285714285714,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,-1.40214607868818
"5107",5107,"ID_8b07a6222",1,1,7,0,4,0,0,0,0,0,1,5,0,2,0.714285714285714,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,17,0,-0.800635670028637
"5108",5108,"ID_bb01b9cce",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,24,1,-0.476745449981193
"5110",5110,"ID_520a39308",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,20,1,-0.66182557572259
"5111",5111,"ID_d028b05e7",1,1,3,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,20,0,-0.66182557572259
"5112",5112,"ID_000694a57",1,1,3,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,46,0,0.541195241596487
"5113",5113,"ID_d1ef5f46f",1,1,3,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,45,0,0.494925210161138
"5115",5115,"ID_f667a4ce9",1,1,5,0,4,0,0,0,0,0,1,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,19,0,-0.708095607157939
"5117",5117,"ID_fad63eec6",1,1,5,0,4,0,0,0,0,0,1,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,14,0,-0.939445764334684
"5119",5119,"ID_3811d96e3",1,1,3,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,26,0,-0.384205387110495
"5120",5120,"ID_348c1ddba",1,1,3,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,33,0,-0.0603151670630512
"5121",5121,"ID_af66805cd",1,1,3,0,3,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,58,0,1.09643561882068
"5122",5122,"ID_ec9574410",1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,64,1,1.37405580743277
"5123",5123,"ID_c35fe691a",1,1,3,0,2,0,0,0,0,0,0,1,1,2,0.666666666666667,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6,0,-1.30960601581748
"5125",5125,"ID_1dda557c8",1,1,3,0,2,0,0,0,0,0,1,1,1,2,0.666666666666667,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,52,0,0.818815430208582
"5126",5126,"ID_c48f35fca",1,1,4,0,4,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,42,0,0.356115115855091
"5128",5128,"ID_b326c8e18",1,1,4,0,4,1,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,48,0,0.633735304467185
"5129",5129,"ID_e53cd41ff",1,1,4,0,4,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,19,0,-0.708095607157939
"5130",5130,"ID_cc1cb71fa",1,1,2,0,1,0,0,1,0,0,0,1,0,1,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,49,0,0.680005335902535
"5131",5131,"ID_b1c9a24a0",1,1,4,0,3,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,9,0,-1.17079592151143
"5132",5132,"ID_a928dee25",1,1,4,0,3,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,38,0,0.171034990113694
"5135",5135,"ID_af90738ad",1,1,2,0,1,0,0,0,0,1,0,0,1,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,88,0,2.48453656188115
"5136",5136,"ID_7f704bc15",1,1,2,0,1,0,0,0,1,0,0,0,1,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,52,0,0.818815430208582
"5138",5138,"ID_a18b4cda3",1,1,11,1,8,0,0,0,0,0,1,5,0,6,0.454545454545455,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,18,1,-0.754365638593288
"5139",5139,"ID_e39cfc39d",1,1,11,1,8,0,0,0,0,0,1,5,0,6,0.454545454545455,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,20,1,-0.66182557572259
"5140",5140,"ID_097f3ef15",1,1,11,1,8,0,0,0,0,0,1,5,0,6,0.454545454545455,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,27,1,-0.337935355675146
"5141",5141,"ID_fd5f578c2",1,1,11,1,8,0,0,0,0,0,1,5,0,6,0.454545454545455,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,15,1,-0.893175732899335
"5142",5142,"ID_a358ef422",1,1,11,1,8,0,0,0,0,0,1,5,0,6,0.454545454545455,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,13,1,-0.985715795770033
"5144",5144,"ID_3875831f5",1,1,11,1,8,0,1,0,0,0,0,5,0,6,0.454545454545455,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,52,1,0.818815430208582
"5146",5146,"ID_545a906bc",1,1,11,1,8,0,0,0,0,0,1,5,0,6,0.454545454545455,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,21,1,-0.61555554428724
"5147",5147,"ID_a9addb87b",1,1,11,1,8,0,0,0,0,0,1,5,0,6,0.454545454545455,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,17,1,-0.800635670028637
"5148",5148,"ID_0a8e721e8",1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,53,0,0.865085461643931
"5149",5149,"ID_21a9ad1a4",1,1,6,0,5,0,1,0,0,0,0,3,0,3,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,57,1,1.05016558738533
"5152",5152,"ID_3f67cc292",1,1,6,0,5,0,0,0,0,0,1,3,0,3,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,15,1,-0.893175732899335
"5153",5153,"ID_dcb1b31d8",1,1,6,0,5,0,1,0,0,0,0,3,0,3,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,50,1,0.726275367337884
"5157",5157,"ID_ceb78b059",1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,32,1,-0.1065851984984
"5159",5159,"ID_09389d0de",1,1,2,0,2,1,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,64,0,1.37405580743277
"5160",5160,"ID_d3bfa3a28",1,1,5,0,2,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,12,1,-1.03198582720538
"5161",5161,"ID_f4d060b40",1,1,5,0,2,0,0,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,9,1,-1.17079592151143
"5162",5162,"ID_98c923df0",1,1,5,0,2,0,1,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,35,1,0.032224895807647
"5164",5164,"ID_19f9e1621",1,1,5,0,2,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,13,1,-0.985715795770033
"5165",5165,"ID_0e1cdaf32",1,1,2,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,63,1,1.32778577599742
"5166",5166,"ID_0cdf989a5",1,1,2,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,60,1,1.18897568169137
"5170",5170,"ID_b19d94912",1,1,4,0,3,0,0,0,0,0,1,3,0,1,0.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,15,1,-0.893175732899335
"5171",5171,"ID_33e4acebf",1,1,4,0,2,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,46,1,0.541195241596487
"5173",5173,"ID_b8d04261f",1,1,4,0,2,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,-1.58722620442957
"5174",5174,"ID_79b9d7b6d",1,1,4,0,2,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29,1,-0.245395292804448
"5175",5175,"ID_ed3ce1f35",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,35,0,0.032224895807647
"5179",5179,"ID_2d623678d",1,1,3,0,5,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,56,0,1.00389555594998
"5180",5180,"ID_10ab2f6f9",1,1,3,0,5,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,50,0,0.726275367337884
"5181",5181,"ID_b7934afe1",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,34,0,-0.0140451356277021
"5182",5182,"ID_34fac9538",1,1,3,0,2,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,11,0,-1.07825585864073
"5183",5183,"ID_e4d368768",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,34,0,-0.0140451356277021
"5184",5184,"ID_897e84e11",1,1,2,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,27,0,-0.337935355675146
"5185",5185,"ID_d7b61140a",1,1,2,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,60,0,1.18897568169137
"5186",5186,"ID_1815b0a6e",1,1,4,0,4,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,43,0,0.40238514729044
"5187",5187,"ID_67c20898c",1,1,4,0,4,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,14,0,-0.939445764334684
